Release_Month,Genre_cluster,Inflated_revenue,propensity_score,propensity_score_z
5.0,Period piece/World cinema,32191916.447123017,171698154.39062378,0.558346396805155
7.0,Period piece/World cinema,2806058.7425516746,157866698.8340276,0.5208194637950155
5.0,Action/Crime Thriller,76229828.8531234,170285279.1812127,0.5545130422374955
7.0,Action/Crime Thriller,23911565.86193098,156453823.6246165,0.5169861092273561
5.0,Science Fiction/Comedy film,45679600.60622229,131653377.88506746,0.4496985658389225
12.0,Science Fiction/Comedy film,29910516.07290786,151940587.42182297,0.5047409834740945
5.0,Short Film/Adventure,997641948.6863337,312588667.0469886,0.9406047071171281
7.0,Short Film/Adventure,80028915.79941176,298757211.4903924,0.9030777741069885
5.0,Drama/Action,938262833.4408565,263206968.35396725,0.8066243251394595
7.0,Drama/Action,93766600.15405747,249375512.79737106,0.7690973921293199
5.0,Short Film/Adventure,1010072672.7624325,312588667.0469886,0.9406047071171281
7.0,Short Film/Adventure,43238168.01504672,298757211.4903924,0.9030777741069885
5.0,Science Fiction/Comedy film,73156589.7720572,131653377.88506746,0.4496985658389225
7.0,Science Fiction/Comedy film,81262029.82575758,117821922.32847127,0.41217163282878305
5.0,Indie/Black-and-white,46477766.0137639,134409400.49202046,0.45717609235971096
7.0,Indie/Black-and-white,134296749.5219885,120577944.93542427,0.4196491593495715
5.0,Parody/Black-and-white,11018291.9796319,135438526.3229031,0.4599682739892228
7.0,Parody/Black-and-white,5158216.275123477,121607070.7663069,0.4224413409790833
12.0,Drama/Indie,754213.7428571427,266637405.01776245,0.815931643978826
5.0,Drama/Indie,40599537.57225433,246350195.48100698,0.7608892263436542
5.0,Short Film/Adventure,570419753.8887752,312588667.0469886,0.9406047071171281
7.0,Short Film/Adventure,49571412.568567514,298757211.4903924,0.9030777741069885
5.0,Drama/Action,28660091.209838707,263206968.35396725,0.8066243251394595
7.0,Drama/Action,537462125.589671,249375512.79737106,0.7690973921293199
5.0,Short Film/Adventure,7667424.658103674,312588667.0469886,0.9406047071171281
7.0,Short Film/Adventure,43926062.798971646,298757211.4903924,0.9030777741069885
5.0,Psychological thriller/Mystery,147860634.46717635,170068970.2824893,0.553926161882158
7.0,Psychological thriller/Mystery,8053560.362233689,156237514.72589308,0.5163992288720185
5.0,Short Film/Adventure,674629427.6466936,312588667.0469886,0.9406047071171281
7.0,Short Film/Adventure,129424261.18189962,298757211.4903924,0.9030777741069885
5.0,Romantic drama/Drama,14537891.836734693,158440217.63896576,0.5223755112901546
7.0,Romantic drama/Drama,88529017.20699403,144608762.08236957,0.48484857828001515
5.0,Drama/Action,110710883.79423386,263206968.35396725,0.8066243251394595
7.0,Drama/Action,52601388.88888888,249375512.79737106,0.7690973921293199
5.0,Drama/Action,1660890.1032121724,263206968.35396725,0.8066243251394595
7.0,Drama/Action,18899183.927648697,249375512.79737106,0.7690973921293199
5.0,Drama/Action,671107199.103243,263206968.35396725,0.8066243251394595
7.0,Drama/Action,994146858.9395092,249375512.79737106,0.7690973921293199
5.0,Drama/Action,517108293.49882346,263206968.35396725,0.8066243251394595
7.0,Drama/Action,958822689.1331437,249375512.79737106,0.7690973921293199
5.0,Drama/Action,465176555.564452,263206968.35396725,0.8066243251394595
7.0,Drama/Action,1074692138.2619624,249375512.79737106,0.7690973921293199
5.0,Indie/Black-and-white,4800106.69640377,134409400.49202046,0.45717609235971096
12.0,Indie/Black-and-white,84964354.83870967,154696610.02877593,0.5122185099948828
5.0,Indie/Black-and-white,13556032.066461267,134409400.49202046,0.45717609235971096
7.0,Indie/Black-and-white,97651113.5558202,120577944.93542427,0.4196491593495715
5.0,Indie/Black-and-white,1374984.823643474,134409400.49202046,0.45717609235971096
12.0,Indie/Black-and-white,877780538.2918427,154696610.02877593,0.5122185099948828
5.0,Drama/Action,37042149.41705882,263206968.35396725,0.8066243251394595
7.0,Drama/Action,68514548.49498327,249375512.79737106,0.7690973921293199
5.0,Parody/Black-and-white,37033174.25664613,135438526.3229031,0.4599682739892228
7.0,Parody/Black-and-white,6861478.152069296,121607070.7663069,0.4224413409790833
5.0,Drama/Action,361437361.0469636,263206968.35396725,0.8066243251394595
7.0,Drama/Action,213389712.39622235,249375512.79737106,0.7690973921293199
5.0,Indie/Black-and-white,70650877.89109491,134409400.49202046,0.45717609235971096
7.0,Indie/Black-and-white,6752186.1675827755,120577944.93542427,0.4196491593495715
5.0,Indie/Black-and-white,1164815.9152914728,134409400.49202046,0.45717609235971096
7.0,Indie/Black-and-white,145718460.80850515,120577944.93542427,0.4196491593495715
5.0,Action/Crime Thriller,4431454.740828402,170285279.1812127,0.5545130422374955
7.0,Action/Crime Thriller,12986465.281081915,156453823.6246165,0.5169861092273561
5.0,Action/Crime Thriller,9343519.150892287,170285279.1812127,0.5545130422374955
7.0,Action/Crime Thriller,37202.62764705882,156453823.6246165,0.5169861092273561
5.0,Drama/Action,50287028.024888456,263206968.35396725,0.8066243251394595
7.0,Drama/Action,1524642815.523295,249375512.79737106,0.7690973921293199
5.0,Parody/Black-and-white,50702011.868482485,135438526.3229031,0.4599682739892228
7.0,Parody/Black-and-white,5378203.448275861,121607070.7663069,0.4224413409790833
5.0,Drama/Action,592746875.634404,263206968.35396725,0.8066243251394595
7.0,Drama/Action,598549275.9440994,249375512.79737106,0.7690973921293199
5.0,Drama/Action,772766440.2339787,263206968.35396725,0.8066243251394595
7.0,Drama/Action,6701695.28656658,249375512.79737106,0.7690973921293199
5.0,Romantic drama/Drama,639220529.132653,158440217.63896576,0.5223755112901546
7.0,Romantic drama/Drama,3717255.3334049075,144608762.08236957,0.48484857828001515
5.0,Parody/Black-and-white,13678132.162680563,135438526.3229031,0.4599682739892228
7.0,Parody/Black-and-white,34169551.40680949,121607070.7663069,0.4224413409790833
5.0,Drama/Action,431715957.5207744,263206968.35396725,0.8066243251394595
7.0,Drama/Action,66707332.44322183,249375512.79737106,0.7690973921293199
5.0,Drama/Action,441281.7688167375,263206968.35396725,0.8066243251394595
7.0,Drama/Action,479574820.1679788,249375512.79737106,0.7690973921293199
5.0,Action/Crime Thriller,41353423.91304348,170285279.1812127,0.5545130422374955
7.0,Action/Crime Thriller,19397958.874245632,156453823.6246165,0.5169861092273561
5.0,Comedy film/Comedy,52431717.89582822,192054034.83145228,0.6135751294963488
7.0,Comedy film/Comedy,104441933.08550185,178222579.2748561,0.5760481964862094
5.0,Romantic drama/Drama,3276274.477898917,158440217.63896576,0.5223755112901546
7.0,Romantic drama/Drama,234280455.57732916,144608762.08236957,0.48484857828001515
5.0,Action/Crime Thriller,40117.42345442957,170285279.1812127,0.5545130422374955
7.0,Action/Crime Thriller,284011525.03878266,156453823.6246165,0.5169861092273561
5.0,History/Indie,53129.33541982492,75375272.47006123,0.2970071384468629
7.0,History/Indie,2020679.0185538863,61543816.91346504,0.2594802054367234
5.0,Parody/Black-and-white,123414690.3476324,135438526.3229031,0.4599682739892228
7.0,Parody/Black-and-white,13198816.895883534,121607070.7663069,0.4224413409790833
5.0,Action/Crime Thriller,124329464.00471887,170285279.1812127,0.5545130422374955
7.0,Action/Crime Thriller,13182657.657657659,156453823.6246165,0.5169861092273561
5.0,Drama/Action,1119102821.6526613,263206968.35396725,0.8066243251394595
7.0,Drama/Action,255409908.3303804,249375512.79737106,0.7690973921293199
5.0,Drama/Action,310568083.3970926,263206968.35396725,0.8066243251394595
7.0,Drama/Action,227451120.18313852,249375512.79737106,0.7690973921293199
5.0,Romantic drama/Drama,106270568.32304543,158440217.63896576,0.5223755112901546
7.0,Romantic drama/Drama,21583037.858667735,144608762.08236957,0.48484857828001515
5.0,Romantic drama/Drama,10550479.47826641,158440217.63896576,0.5223755112901546
7.0,Romantic drama/Drama,140453038.3211679,144608762.08236957,0.48484857828001515
5.0,Drama/Action,584557997.9461098,263206968.35396725,0.8066243251394595
7.0,Drama/Action,8932717.186853807,249375512.79737106,0.7690973921293199
5.0,Parody/Black-and-white,100317306.70103092,135438526.3229031,0.4599682739892228
7.0,Parody/Black-and-white,47864984.0850385,121607070.7663069,0.4224413409790833
7.0,Period piece/World cinema,3477976.5321366475,157866698.8340276,0.5208194637950155
5.0,Period piece/World cinema,19576463.775362756,171698154.39062378,0.558346396805155
5.0,Indie/Black-and-white,271038437.5,134409400.49202046,0.45717609235971096
7.0,Indie/Black-and-white,276259788.9750178,120577944.93542427,0.4196491593495715
5.0,Indie/Black-and-white,11516821.54961368,134409400.49202046,0.45717609235971096
7.0,Indie/Black-and-white,54396840.14869888,120577944.93542427,0.4196491593495715
5.0,Short Film/Adventure,37453908.56022944,312588667.0469886,0.9406047071171281
7.0,Short Film/Adventure,42890121.96850806,298757211.4903924,0.9030777741069885
5.0,Indie/Black-and-white,2335872.3936818903,134409400.49202046,0.45717609235971096
7.0,Indie/Black-and-white,81910965.1451909,120577944.93542427,0.4196491593495715
5.0,Romantic drama/Drama,14480088.224907974,158440217.63896576,0.5223755112901546
7.0,Romantic drama/Drama,664101794.714141,144608762.08236957,0.48484857828001515
5.0,Indie/Black-and-white,19175680.24616564,134409400.49202046,0.45717609235971096
7.0,Indie/Black-and-white,92397973.4397944,120577944.93542427,0.4196491593495715
5.0,Science Fiction/Comedy film,27198420.07434944,131653377.88506746,0.4496985658389225
7.0,Science Fiction/Comedy film,30379411.76470588,117821922.32847127,0.41217163282878305
5.0,Drama/Action,77243513.01115242,263206968.35396725,0.8066243251394595
7.0,Drama/Action,348237076.6118343,249375512.79737106,0.7690973921293199
5.0,Romantic drama/Drama,78301655.71446036,158440217.63896576,0.5223755112901546
7.0,Romantic drama/Drama,46579046.353918254,144608762.08236957,0.48484857828001515
5.0,Indie/Black-and-white,156333793.54332522,134409400.49202046,0.45717609235971096
7.0,Indie/Black-and-white,34213027.55638063,120577944.93542427,0.4196491593495715
5.0,Indie/Black-and-white,26177411.817857143,134409400.49202046,0.45717609235971096
7.0,Indie/Black-and-white,2638854.234508076,120577944.93542427,0.4196491593495715
5.0,Psychological thriller/Mystery,26531141.628152173,170068970.2824893,0.553926161882158
7.0,Psychological thriller/Mystery,8973453.210946575,156237514.72589308,0.5163992288720185
5.0,Romantic drama/Drama,88328456.13057064,158440217.63896576,0.5223755112901546
7.0,Romantic drama/Drama,273365310.0414825,144608762.08236957,0.48484857828001515
5.0,Romantic drama/Drama,28128342.553362977,158440217.63896576,0.5223755112901546
7.0,Romantic drama/Drama,543603165.0443877,144608762.08236957,0.48484857828001515
5.0,Short Film/Adventure,487762682.51180553,312588667.0469886,0.9406047071171281
7.0,Short Film/Adventure,1326611668.4101386,298757211.4903924,0.9030777741069885
5.0,Action/Crime Thriller,23252764.776932515,170285279.1812127,0.5545130422374955
7.0,Action/Crime Thriller,794532.7114906831,156453823.6246165,0.5169861092273561
5.0,Action/Crime Thriller,6416141.390962756,170285279.1812127,0.5545130422374955
7.0,Action/Crime Thriller,1374098228.5118077,156453823.6246165,0.5169861092273561
5.0,Drama/Action,42771924.28855978,263206968.35396725,0.8066243251394595
7.0,Drama/Action,1001727173.7800348,249375512.79737106,0.7690973921293199
5.0,Period piece/World cinema,742330636.1319876,171698154.39062378,0.558346396805155
7.0,Period piece/World cinema,11391133.34925663,157866698.8340276,0.5208194637950155
5.0,Drama/Action,24230729.560425844,263206968.35396725,0.8066243251394595
7.0,Drama/Action,127197838.67784542,249375512.79737106,0.7690973921293199
5.0,Comedy film/Comedy,4279230.6805293,192054034.83145228,0.6135751294963488
7.0,Comedy film/Comedy,20924832.5,178222579.2748561,0.5760481964862094
5.0,Romantic drama/Drama,231891127.76390165,158440217.63896576,0.5223755112901546
7.0,Romantic drama/Drama,1081962.664608135,144608762.08236957,0.48484857828001515
5.0,Short Film/Adventure,798216394.1193291,312588667.0469886,0.9406047071171281
7.0,Short Film/Adventure,53669490.42883816,298757211.4903924,0.9030777741069885
5.0,Indie/Black-and-white,3680970.5344086015,134409400.49202046,0.45717609235971096
7.0,Indie/Black-and-white,2358556.066357861,120577944.93542427,0.4196491593495715
5.0,Romantic drama/Drama,125539554.51612902,158440217.63896576,0.5223755112901546
7.0,Romantic drama/Drama,56009063.315607466,144608762.08236957,0.48484857828001515
5.0,Period piece/World cinema,31008197.55975634,171698154.39062378,0.558346396805155
7.0,Period piece/World cinema,6823545.775429448,157866698.8340276,0.5208194637950155
5.0,Comedy film/Comedy,449814185.563181,192054034.83145228,0.6135751294963488
7.0,Comedy film/Comedy,55900393.25842696,178222579.2748561,0.5760481964862094
5.0,Drama/Action,168717590.8239547,263206968.35396725,0.8066243251394595
7.0,Drama/Action,179486381.56013215,249375512.79737106,0.7690973921293199
5.0,Romantic drama/Drama,409549033.6706854,158440217.63896576,0.5223755112901546
7.0,Romantic drama/Drama,28139903.84615384,144608762.08236957,0.48484857828001515
5.0,Romantic drama/Drama,23433229.537366543,158440217.63896576,0.5223755112901546
7.0,Romantic drama/Drama,282695705.62108016,144608762.08236957,0.48484857828001515
5.0,Action/Crime Thriller,55336167.504228614,170285279.1812127,0.5545130422374955
7.0,Action/Crime Thriller,49961.343687733104,156453823.6246165,0.5169861092273561
5.0,Romantic drama/Drama,49063072.96444814,158440217.63896576,0.5223755112901546
7.0,Romantic drama/Drama,44020581.89795918,144608762.08236957,0.48484857828001515
5.0,Psychological thriller/Mystery,103045310.50309777,170068970.2824893,0.553926161882158
7.0,Psychological thriller/Mystery,397690909.02911586,156237514.72589308,0.5163992288720185
5.0,Indie/Black-and-white,10578481.293107852,134409400.49202046,0.45717609235971096
12.0,Indie/Black-and-white,173388275.33842224,154696610.02877593,0.5122185099948828
5.0,Romantic drama/Drama,44060836.11111111,158440217.63896576,0.5223755112901546
7.0,Romantic drama/Drama,74920779.92466262,144608762.08236957,0.48484857828001515
5.0,Parody/Black-and-white,65060725.65358255,135438526.3229031,0.4599682739892228
7.0,Parody/Black-and-white,43087559.194705874,121607070.7663069,0.4224413409790833
5.0,Drama/Action,1336726603.629266,263206968.35396725,0.8066243251394595
7.0,Drama/Action,200334412.79767057,249375512.79737106,0.7690973921293199
5.0,Drama/Action,666834675.4391121,263206968.35396725,0.8066243251394595
7.0,Drama/Action,83910437.92537418,249375512.79737106,0.7690973921293199
5.0,Indie/Black-and-white,56505705.88235293,134409400.49202046,0.45717609235971096
7.0,Indie/Black-and-white,30040745.033112578,120577944.93542427,0.4196491593495715
5.0,Drama/Action,302231952.4457021,263206968.35396725,0.8066243251394595
7.0,Drama/Action,434751020.4411956,249375512.79737106,0.7690973921293199
5.0,Indie/Black-and-white,18805238.662941173,134409400.49202046,0.45717609235971096
12.0,Indie/Black-and-white,64998337.82115384,154696610.02877593,0.5122185099948828
5.0,Indie/Black-and-white,215000469.28377944,134409400.49202046,0.45717609235971096
12.0,Indie/Black-and-white,18704856.107582454,154696610.02877593,0.5122185099948828
5.0,Action/Crime Thriller,7565413.466026625,170285279.1812127,0.5545130422374955
7.0,Action/Crime Thriller,446961519.35487026,156453823.6246165,0.5169861092273561
5.0,Parody/Black-and-white,45672133.03263052,135438526.3229031,0.4599682739892228
7.0,Parody/Black-and-white,23433229.537366543,121607070.7663069,0.4224413409790833
5.0,Psychological thriller/Mystery,123877287.35956967,170068970.2824893,0.553926161882158
7.0,Psychological thriller/Mystery,74150283.56149513,156237514.72589308,0.5163992288720185
5.0,Indie/Black-and-white,9593513.286403509,134409400.49202046,0.45717609235971096
7.0,Indie/Black-and-white,348414726.45454544,120577944.93542427,0.4196491593495715
5.0,Psychological thriller/Mystery,45569206.66644021,170068970.2824893,0.553926161882158
7.0,Psychological thriller/Mystery,72140179.4760204,156237514.72589308,0.5163992288720185
5.0,Science Fiction/Comedy film,72038153.84615384,131653377.88506746,0.4496985658389225
7.0,Science Fiction/Comedy film,13449218.749999998,117821922.32847127,0.41217163282878305
5.0,Drama/Action,235405578.10927802,263206968.35396725,0.8066243251394595
7.0,Drama/Action,81104709.11866042,249375512.79737106,0.7690973921293199
5.0,Science Fiction/Comedy film,34880194.37491197,131653377.88506746,0.4496985658389225
7.0,Science Fiction/Comedy film,31073.37310114339,117821922.32847127,0.41217163282878305
7.0,Drama/Action,59548059.06366397,249375512.79737106,0.7690973921293199
5.0,Drama/Action,837386767.5450572,263206968.35396725,0.8066243251394595
5.0,Science Fiction/Comedy film,42986805.326066464,131653377.88506746,0.4496985658389225
12.0,Science Fiction/Comedy film,57455907.55455865,151940587.42182297,0.5047409834740945
5.0,Parody/Black-and-white,483110514.4208837,135438526.3229031,0.4599682739892228
7.0,Parody/Black-and-white,55496281.44653423,121607070.7663069,0.4224413409790833
5.0,Action/Crime Thriller,9980533.553355334,170285279.1812127,0.5545130422374955
7.0,Action/Crime Thriller,9056693.979192546,156453823.6246165,0.5169861092273561
5.0,Science Fiction/Comedy film,36066637.32394366,131653377.88506746,0.4496985658389225
7.0,Science Fiction/Comedy film,64712491.7491749,117821922.32847127,0.41217163282878305
5.0,Period piece/World cinema,25254.518802875442,171698154.39062378,0.558346396805155
7.0,Period piece/World cinema,61858413.90977546,157866698.8340276,0.5208194637950155
5.0,Romantic drama/Drama,17705106.761565834,158440217.63896576,0.5223755112901546
7.0,Romantic drama/Drama,3941850.2465130533,144608762.08236957,0.48484857828001515
5.0,Action/Crime Thriller,406506.13755182154,170285279.1812127,0.5545130422374955
7.0,Action/Crime Thriller,94912311.53795546,156453823.6246165,0.5169861092273561
5.0,Action/Crime Thriller,11078454.092383683,170285279.1812127,0.5545130422374955
7.0,Action/Crime Thriller,6254748.460315908,156453823.6246165,0.5169861092273561
5.0,Psychological thriller/Mystery,32610283.155102037,170068970.2824893,0.553926161882158
7.0,Psychological thriller/Mystery,15414840.148161005,156237514.72589308,0.5163992288720185
5.0,Action/Crime Thriller,434794.3491709844,170285279.1812127,0.5545130422374955
7.0,Action/Crime Thriller,43504583.90198238,156453823.6246165,0.5169861092273561
7.0,Romantic drama/Drama,87519748.4690988,144608762.08236957,0.48484857828001515
5.0,Romantic drama/Drama,28949652.008039214,158440217.63896576,0.5223755112901546
